,article,congress_count
0,0,1.4285714285714286
1,1,1.1173184357541899
2,2,0.8174386920980926
3,3,0.8291873963515755
4,4,1.411764705882353
5,5,0.5692599620493358
6,6,1.1086474501108647
7,7,0.9900990099009901
8,8,0.9950248756218906
9,9,2.1739130434782608
10,10,0.41841004184100417
11,11,1.054481546572935
12,12,0.6605019815059445
13,13,0.38167938931297707
14,14,2.928870292887029
15,15,0.78125
16,16,0.5208333333333333
17,17,0.8163265306122449
18,18,0.3875968992248062
19,19,0.0
20,20,5.02092050209205
21,21,2.510460251046025
22,22,0.7662835249042145
23,23,2.2058823529411766
24,24,1.3100436681222707
25,25,1.0395010395010396
26,26,1.5873015873015872
27,27,0.0
28,28,0.9950248756218906
29,29,0.0
30,30,1.3274336283185841
31,31,0.7722007722007722
32,32,1.6129032258064515
33,33,0.0
34,34,0.0
35,35,1.876675603217158
36,36,0.0
37,37,0.39215686274509803
38,38,1.6666666666666667
39,39,0.8645533141210375
40,40,1.2
41,41,2.046783625730994
42,42,1.4000000000000001
43,43,1.4184397163120568
44,44,4.694835680751173
45,45,2.6548672566371683
46,46,2.6223776223776225
47,47,2.62582056892779
48,48,2.0746887966804977
49,49,3.754266211604096
50,50,3.3333333333333335
51,51,3.8560411311053984
52,52,4.805491990846682
53,53,1.9011406844106464
54,54,3.4782608695652173
55,55,1.697792869269949
56,56,2.335766423357664
57,57,0.4329004329004329
58,58,1.6
59,59,1.82648401826484
60,60,1.8867924528301887
61,61,0.4830917874396135
62,62,0.0
63,63,1.3953488372093024
64,64,1.1142061281337048
65,65,1.9138755980861244
66,66,0.0
67,67,0.0
68,68,2.33160621761658
69,69,0.0
70,70,0.0
71,71,0.2785515320334262
72,72,1.1152416356877324
73,73,2.8708133971291865
74,74,1.3953488372093024
75,75,2.5974025974025974
76,76,1.6666666666666667
77,77,1.1647254575707155
78,78,1.82648401826484
79,79,2.7027027027027026
80,80,6.666666666666667
81,81,2.3696682464454977
82,82,0.7722007722007722
83,83,0.0
84,84,2.4
85,85,0.0
86,86,2.4539877300613497
87,87,2.0754716981132075
88,88,1.7429193899782136
89,89,0.9009009009009009
90,90,3.3557046979865772
91,91,1.5384615384615385
92,92,1.8450184501845017
93,93,7.296137339055794
94,94,2.2222222222222223
95,95,4.026845637583892
96,96,0.0
97,97,4.25531914893617
98,98,2.9885057471264367
99,99,0.4291845493562232
100,100,2.857142857142857
101,101,1.0869565217391304
102,102,5.347593582887701
103,103,13.761467889908257
104,104,6.111111111111111
105,105,4.3478260869565215
106,106,7.586206896551724
107,107,3.571428571428571
108,108,1.3108614232209739
109,109,2.4390243902439024
110,110,2.3923444976076556
111,111,4.314720812182741
112,112,2.4691358024691357
113,113,2.262443438914027
114,114,2.4193548387096775
115,115,1.21580547112462
116,116,1.345291479820628
117,117,2.2346368715083798
118,118,0.7722007722007722
119,119,5.490196078431373
120,120,3.821656050955414
121,121,4.571428571428571
122,122,5.0
123,123,3.2418952618453867
124,124,3.3582089552238807
125,125,1.6326530612244898
126,126,2.0618556701030926
127,127,5.194805194805195
128,128,7.4866310160427805
129,129,1.3513513513513513
130,130,1.090909090909091
131,131,3.731343283582089
132,132,3.459119496855346
133,133,4.2105263157894735
134,134,6.914893617021277
135,135,4.790419161676647
136,136,3.0927835051546393
137,137,1.1450381679389312
138,138,3.0864197530864197
139,139,4.651162790697675
140,140,2.4242424242424243
141,141,2.3856858846918487
142,142,2.669902912621359
143,143,5.185185185185185
144,144,4.022988505747127
145,145,4.336399474375821
146,146,7.8817733990147785
147,147,7.398568019093078
148,148,1.9607843137254901
149,149,0.31645569620253167
150,150,4.932735426008969
151,151,3.203661327231121
152,152,2.247191011235955
153,153,5.084745762711865
154,154,3.058823529411765
155,155,1.3407821229050279
156,156,2.8708133971291865
157,157,3.2418952618453867
158,158,1.7429193899782136
159,159,2.7586206896551726
160,160,0.851063829787234
161,161,6.521739130434782
162,162,3.8461538461538463
163,163,1.5604681404421328
164,164,4.31266846361186
165,165,4.675324675324675
166,166,1.1049723756906076
167,167,1.4285714285714286
168,168,1.5151515151515151
169,169,2.088167053364269
170,170,2.7450980392156863
171,171,3.7037037037037033
172,172,1.2345679012345678
173,173,2.586206896551724
174,174,2.044989775051125
175,175,2.7131782945736433
176,176,2.5462962962962963
177,177,3.6036036036036037
178,178,3.202846975088968
179,179,5.555555555555555
180,180,0.38910505836575876
181,181,0.56657223796034
182,182,0.43478260869565216
183,183,1.098901098901099
184,184,0.6172839506172839
185,185,0.5617977528089888
186,186,1.4742014742014742
187,187,1.002004008016032
188,188,0.0
189,189,0.0
190,190,1.6574585635359116
191,191,0.6711409395973155
192,192,0.3115264797507788
193,193,0.0
194,194,1.0752688172043012
195,195,1.3719512195121952
196,196,1.002004008016032
197,197,1.8292682926829267
198,198,8.609271523178808
199,199,3.7037037037037033
200,200,0.3184713375796179
201,201,0.0
202,202,0.41841004184100417
203,203,1.7316017316017316
204,204,0.5420054200542005
205,205,0.0
206,206,1.400560224089636
207,207,0.2717391304347826
208,208,0.0
209,209,0.36231884057971014
210,210,0.2958579881656805
211,211,0.0
212,212,0.38314176245210724
213,213,0.0
214,214,0.0
215,215,0.2915451895043732
216,216,0.303951367781155
217,217,0.0
218,218,0.19455252918287938
219,219,1.3215859030837005
220,220,2.3090586145648313
221,221,1.1194029850746268
222,222,0.966183574879227
223,223,0.2347417840375587
224,224,1.376936316695353
